month;shore;pool;composition;removed;grid_squares;bare rock;red_crusts;corallina;sargassum;u_lactuca;u_intestinalis;u_linza;l_digitata;l_saccharina;f_serratus;bifurcaria;diatoms;mastocarpus;chondrus;gastroclonium;dumontia;scytosiphon;colpomenia;gelidium;ceramium;polysiphonia;red_sp1;red_sp2;palmaria;osmundea_pinnatifida;calliblepharis;red_sp4;lomentaria;cystoclonium;himanthalia;petalonia_fascia;furcellaria;dresceliacea;osmundea_hybrida;dictyota_dicotoma;boergesniella;sphacelaria;odonthalia;codium;brogniartella;totcover;cover_nocrusts
September;Challaborough;w2;None;4;49;3;8;35;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;49;41
September;Challaborough;w8;SLB;1;49;0;3;23;30;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;66
September;Challaborough;w15;L;3;49;9;5;12;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;39
September;Challaborough;w5;L;3;49;3;0;9;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0.000001;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;52
September;Challaborough;p13;None;4;42;8;0;5;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;42
September;Challaborough;w13;SLB;1;49;5;3;7;6;24;0;0;5;0;0;0;0;0;0.000001;0;0;0;0.000001;0;4;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;46
September;Challaborough;w1;L;3;28;10;4;13;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0.000001;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;16
September;Challaborough;w11;F;3;28;7;4;3;0;12;0;0;0;0;28;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;46
September;Challaborough;p23;L;3;35;2;5;16;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;31
September;Challaborough;p14;SLB;1;42;1;14;17;2;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0.000001;0;0;0;0;0;0.000001;0;0;0;0;41;27
September;Challaborough;p21;SFB;1;49;3;5;9;20;8;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;45
September;Challaborough;p21;SFB;1;49;8;1;11;23;2;0;0;0;0;17;0;0;0;0;0;0;0;0.000001;1;1;0.000001;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;55
September;Challaborough;p27;SFL;1;15;2;0;11;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;14;14
September;Challaborough;p27;SFL;1;21;4;2;11;6;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;24
September;Challaborough;w18;None;4;49;16;4;19;0;9;0.000001;0;0;0;0;0;0;0;1;0;0;0;0.000001;0;0.000001;0;0;0;0;0.000001;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;33;29
September;Challaborough;p26;F;3;49;0;6;24;0;13;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;51
September;Challaborough;33;S;3;49;1;5;3;4;44;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;51
September;Challaborough;1;FLB;1;49;1;12;21;0;9;5;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;42
September;Challaborough;1;FLB;1;21;9;0;9;0;3;0;0;5;0;9;0;0;0;0.000001;0;0;0;0;0.000001;0;0.000001;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;5;0;31;31
September;Challaborough;13;F;3;49;12;3;3;0;48;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;51
September;Challaborough;36;F;3;49;9;0;4;0;37;0;0;0;0;9;0;0;0;0.000001;0;0;0;0;0;2;0;0;0;0;0;2;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;54;54
September;Challaborough;35;All;0;49;12;2;5;15;32;0;0;0;0;19;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;78
September;Challaborough;35;All;0;49;0;5;7;13;26;3;0;0;0;11;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;60
September;Challaborough;16;B;3;35;5;6;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;24
September;Challaborough;w7a;FLB;1;35;1;12;14;0;11;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;35
September;Challaborough;11;All;0;42;1;16;19;1;6;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;32
September;Kingsand;k2;F;3;49;1;43;3;0;5;0;0;0;0;1;0;0;0;0;0;0.000001;0;0.000001;0;1;0;0;0;1;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;54;11
September;Kingsand;k4;SFL;1;21;0;2;11;8;3;0;0;0;0;2;0;0;0;0.000001;0;0;0;0.000001;0;0.000001;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;25
September;Kingsand;k3;None;4;28;0;13;7;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;1;1;0;0;0.000001;0;0.000001;0;0;0;0;0;0;0;0;0;0;27;14
September;Kingsand;k5;FLB;1;49;0;4;17;0;9;0;0;13;0;3;0;0;0;0.000001;0;0;0;0;0;3;0;0;0;3;0;0;0;0.000001;0;3;0;0;0;0;0;0.000001;0;0;0;0;55;51
September;Kingsand;k6;S;3;49;0;6;26;12;8;0;0;0;0;0;0;0;0;1;0;0;0;0.000001;0;1;0.000001;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;52
September;Kingsand;k7;SFB;1;49;0;14;3;20;9;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;4;2;4;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;56;42
September;Kingsand;k1;L;3;28;0;9;13;0;5;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;1;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;40;31
September;Kingsand;k8;S;3;35;3;40;6;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0.000001;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;14
September;Kingsand;k9;SLB;1;49;0;17;13;4;3;0;0;4;10;0;0;0;0;0;0;0;0;0.000001;0.000001;0;0;0;0;3;0;0;0;0.000001;0;0.000001;0;0;0;0;0;0;0;0;0;0;54;37
September;Kingsand;k10;All;0;49;2;8;18;11;3;0;0;0;0;11;0;0;0;0.000001;0;0;0;0.000001;0;0.000001;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;55;47
September;Kingsand;k11;All;0;49;2;25;4;28;6;0;0;0;0;5;0;0;0;0.000001;0;0;0;0.000001;0;0.000001;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;47
September;Kingsand;k12;SFL;1;49;0;15;17;14;5;0;0;14;0;0;0;0;0;0;0;0;0;0.000001;0;0.000001;0;0;0;6;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;56
September;Kingsand;k20;None;4;30;0;12;12;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;23
September;Kingsand;k13;SFL;1;35;1;7;13;15;14;0;0;0;0;1;0;0;0;0;0;0;0;0.000001;0;4;0;0;0;6;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;60;53
September;Kingsand;k14;None;4;49;1;22;20;0;10;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0.000001;0;0;0;0.000001;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;54;32
September;Kingsand;k15;SFB;1;35;1;6;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0.000001;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;13
September;Kingsand;k16;B;3;49;1;9;20;0;21;0;0;0;0;0;0;0;0;1;0;0;0;0.000001;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;50
September;Kingsand;k18;All;0;24;1;4;10;0;1;0;0;16;0;1;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;1;0;0;0;0.000001;0;1;0;0;0;0;0;0;0;0;0;0;34;30
September;Kingsand;k17;All;0;28;0;4;6;12;9;0;0;0;0;1;0;0;0;0;0;0;0;0.000001;0;0.000001;0;0;0;7;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;35
September;Kingsand;k19;SLB;1;49;7;5;8;14;17;0;0;4;16;0;0;0;3;0;0;0;0;0.000001;0;0;0;0;0;10;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;77;72
September;Kingsand;k42;FLB;1;49;1;13;20;0;11;0;0;3;0;14;3;0;0.000001;0.000001;0;0;0;1;0;2;0;0;0;0.000001;0;0.000001;0;0.000001;0;0;0;0;0;0;0;0;1;0;0;0.000001;68;55
September;Kingsand;k41;L;3;49;0;19;29;0;1;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0.000001;51;32
September;Kingsand;k39;SLB;1;49;0;14;13;11;4;0;0;6;0;0;0;0;0;0.000001;0;0;0;0.000001;0;1;0;0;0;5;5;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0.000001;59;45
September;Kingsand;k40;B;3;49;0;15;31;0;1;0;0;0;0;0;0.000001;0;0;0;0;0;0;0.000001;0;1;0;0;0;0.000001;1;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0.000001;49;34
September;Kingsand;k21;S;3;28;5;6;2;4;19;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;26
September;Kingsand;k22;B;3;49;4;21;5;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0.000001;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;33
September;Kingsand;k38;All;0;35;2;8;4;18;3;0;0;0;0;1;0;0;0;1;0;0;0;0.000001;6;1;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;42;34
September;Kingsand;k23;FLB;1;49;2;10;20;0;22;0;0;1;0;4;3;0;0;1;0;0;0;0.000001;1;2;0;0;0;0.000001;0.000001;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;64;54
September;Kingsand;k25;FLB;1;49;3;20;1;0;3;0;0;0;0;24;0;0;0;0;0;0;0;0.000001;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;37
September;Kingsand;k24;F;3;49;1;26;13;0;2;0;0;0;0;13;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;28
September;Kingsand;k37;SFB;1;49;0;27;11;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0.000001;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.000001;58;31
September;Kingsand;k26;L;3;49;0;36;7;0;9;0;0;0;0;0;0;0;0;0.000001;0;0;0;0.000001;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;24
September;Kingsand;k27;SFB;1;35;3;12;11;0;6;0;0;0;0;10;0;0;1;7;0;0;0;0.000001;1;0.000001;0;0;0;0;2;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;50;38
September;Kingsand;k36;None;4;35;10;7;16;0;8;0;0;0;0;0;0;0;0.000001;1;0;0;0;0;1;0;0;0;0;0;0.000001;0.000001;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;33;26
September;Kingsand;k35;S;3;28;8;5;9;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0.000001;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;17
September;Kingsand;k34;L;3;35;9;14;9;0;6;0;0;0;0;0;0;0;0;0.000001;0;0;0;0.000001;0.000001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;16
September;Kingsand;k31;F;3;35;2;11;18;0;1;0;0;0;0;0.000001;0;0;0;0;0;0;0;0.000001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;20
September;Kingsand;k33;F;3;24;0;10;9;0;3;0;0;0;0;0;0;0;0.000001;2;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0.000001;0;24;14
September;Kingsand;k32;All;0;25;0;7;8;9;1;0;0;5;0;2;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;29
September;Kingsand;k29;SLB;1;35;2;9;10;10;1;0;0;25;0;0;0;0;0;1;0;0;0;0;0.000001;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;49
September;Kingsand;k30;SFL;1;49;1;13;17;3;19;4;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;46
September;Kingsand;k28;B;3;49;1;35;10;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0.000001;1;0;0;0;0;0;0;0;0;0;0.000001;1;0;0;0;0;0;0;0;0;0.000001;53;18
